session,task,da,believes_is_better_than_partner_A_yes,believes_is_better_than_partner_A_no,believes_is_better_than_partner_B_yes,believes_is_better_than_partner_B_no,bored_with_game_A_yes,bored_with_game_A_no,bored_with_game_B_yes,bored_with_game_B_no,difficult_for_partner_to_speak_A_yes,difficult_for_partner_to_speak_A_no,difficult_for_partner_to_speak_B_yes,difficult_for_partner_to_speak_B_no,directs_the_conversation_A_yes,directs_the_conversation_A_no,directs_the_conversation_B_yes,directs_the_conversation_B_no,contributes_to_successful_completion_A_yes,contributes_to_successful_completion_A_no,contributes_to_successful_completion_B_yes,contributes_to_successful_completion_B_no,frustrated_with_partner_A_yes,frustrated_with_partner_A_no,frustrated_with_partner_B_yes,frustrated_with_partner_B_no,frustrated_with_game_A_yes,frustrated_with_game_A_no,frustrated_with_game_B_yes,frustrated_with_game_B_no,engaged_in_game_A_yes,engaged_in_game_A_no,engaged_in_game_B_yes,engaged_in_game_B_no,gives_encouragement_A_yes,gives_encouragement_A_no,gives_encouragement_B_yes,gives_encouragement_B_no,making_self_clear_A_yes,making_self_clear_A_no,making_self_clear_B_yes,making_self_clear_B_no,planning_what_to_say_A_yes,planning_what_to_say_A_no,planning_what_to_say_B_yes,planning_what_to_say_B_no,polite_A_yes,polite_A_no,polite_B_yes,polite_B_no,dislikes_partner_A_yes,dislikes_partner_A_no,dislikes_partner_B_yes,dislikes_partner_B_no,trying_to_be_liked_A_yes,trying_to_be_liked_A_no,trying_to_be_liked_B_yes,trying_to_be_liked_B_no,trying_to_dominate_A_yes,trying_to_dominate_A_no,trying_to_dominate_B_yes,trying_to_dominate_B_no,conversation_awkward_yes,conversation_awkward_no,flow_naturally_yes,flow_naturally_no,hard_time_understanding_each_other_yes,hard_time_understanding_each_other_no,like_more_A,like_more_B,rather_have_as_a_partner_A,rather_have_as_a_partner_B,directing_the_conversation_A,directing_the_conversation_B,dominates_the_conversation_A,dominates_the_conversation_B,likes_the_other_person_more_A,likes_the_other_person_more_B,acting_superior_A,acting_superior_B,more_polite_A,more_polite_B,more_frustrated_A,more_frustrated_B
2,8,sd I- I- I- O I- I- % O I- I- I- I- I- I- sd sd O I- I- % I- I- I- I- I- I- I- I- I- I- I- I- qy qy O nn nn O % % % O nn I- I- I- sd sd O bk I- I- I- % I- I- I- I- ad fa % O I- I- I- I- ^h I- I- I- I- I- ^h I- % O I- I- I- I- I- I- sd sd O I- sd sd O bk sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- qy qy O O b b O I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- sd sd O I- I- I- I- O I- I- I- I- I- % O I- I- I- qy O I- nn I- I- I- I- I- I- I- sd O I- I- % I- sd O I- % O I- % O I- % O sd sd O I- b % O b I- I- I- sd b % O I- I- I- I- I- I- I- I- sd O b b O I- I- I- sd sd O I- % b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- sd I- I- I- sd sd O nn I- I- I- sd sd O bk I- I- I- I- I- I- I- I- O b b O I- I- I- I- I- qy^d sd O b b O I- I- I- I- I- I- I- sd O I- I- I- I- I- I- sd sd O bk sd I- % I- I- I- I- I- I- qy qw O I- I- I- I- % I- % I- I- I- I- I- O I- b b O I- I- I- I- I- I- I- I- I- sd sd O I- sd sd O b sd O b I- I- I- I- I- I- I- I- I- sd % O b b O I- I- I- I- I- I- I- I- I- I- sd % O b b O bk b O I- % I- I- I- I- % O b b O I- I- I- I- I- I- I- I- % O I- b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O I- I- I- I- I- I- I- I- I- sd I- % I- sd I- sd sd O nn I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd % I- I- I- I- I- I- I- qy I- qy I- I- I- I- I- I- qy qy O I- ny I- I- I- I- I- I- sd % O I- I- I- I- I- I- I- I- I- I- sd sd O bk I- bk b % O I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- sd O I- I- I- I- sd sd O b sd O bk I- I- I- I- I- I- sd I- ^h I- I- bk bk bk % I- I- I- I- % I- I- I- I- I- I- qy O I- % O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- % I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- % O bk b O I- I- I- % I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- sd O I- na O I- na b O I- sd I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- O b b O I- I- sd sd O I- I- sd sd O b I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- sd I- sd I- I- O I- % O I- % O I- sd I- ^h sd I- I- I- sd I- I- ^h I- ^h I- I- ^h I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- sd I- I- sd sd O I- I- I- I- I- ad % O b I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- sd sd O I- b b O I- % I- I- I- sd sd O I- b b O I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- sd O I- I- b b O I- I- I- I- sd I- I- I- I- I- I- I- sd sd O I- I- aa O b b O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b I- I- I- % O I- I- I- I- % % O I- I- I- I- I- I- I- I- qy^d qy qy O I- sd sd O I- sd sd O b b b O I- I- I- I- ^h I- I- ^h ^h ^h O I- % I- % O I- I- % O I- sd I- I- I- I- % O b b O I- I- sd I- I- sd sd O I- I- I- I- I- I- % I- I- I- I- I- I- sd sd O aa I- I- I- I- I- I- I- I- I- I- sd sd O I- b b O I- I- I- I- I- I- I- I- I- sd I- I- I- sd I- % I- I- I- I- sd sd O b I- I- ^h ^h ^h I- I- I- I- I- I- sd O I- b O sd % O I- I- I- % O b sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O I- I- sd I- I- sd I- nn I- I- I- sd O I- sd O I- I- % O I- sd sd O I- I- sd ny I- I- % O I- % O I- % O I- % O I- % O I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- sd O b b O I- I- sd sd O b b b O I- I- I- I- I- % I- I- sd I- I- I- I- I- I- I- I- sd sd O b I- sd I- I- sd % I- I- I- I- I- I- I- I- I- I- I- I- I- I- O I- I- I- I- sd sd O b b O b I- I- I- I- I- I- I- sd sd I- I- I- I- I- I- I- I- I- I- I- I- I- sd O ny I- I- I- b O I- I- I- I- I- I- I- I- sd sd O b b b O I- I- I- I- I- sd sd O bk b O I- I- I- I- I- I- I- sd % O I- I- b^m b^m O b I- I- I- I- I- I- I- I- sd % O I- I- I- I- I- I- I- I- I- I- sd % b I- I- I- I- I- I- I- I- I- I- I- I- sd % O b b O b I- I- ad I- I- I- I- I- I- I- sv % I- I- I- I- I- I- ad ad O I- I- % O I- I- I- I- I- I- I- I- I- I- I- % O nn % O I- I- I- I- qy^d sd O I- I- I- I- I- I- sd sd O b sd I- I- I- % sd I- I- I- sd I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O I- b b O I- I- % O I- I- I- % O b b O b % O I- I- % I- I- I- I- I- I- I- I- sd sd O I- I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- I- I- sd % O I- I- I- I- I- I- b^m I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b I- I- I- I- sv % O b I- I- I- I- I- sv % O b I- I- I- I- sd sd,0,5,4,1,0,5,2,3,0,5,1,4,0,5,4,1,2,3,5,0,1,4,4,1,0,5,2,3,5,0,5,0,4,1,3,2,2,3,4,1,2,3,4,1,5,0,4,1,0,5,1,4,5,0,2,3,1,4,2,3,2,3,5,0,4,1,3,2,2,3,1,4,0,5,4,1,0,5,2,3,2,3
2,9,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- b b O I- I- I- I- I- O I- b b O I- I- I- I- I- I- I- I- sd sd O I- b b O I- I- I- I- I- I- sd sd O I- b b O I- I- I- I- I- I- I- I- sd I- I- I- sd sd O b b sd",0,5,1,4,0,5,5,0,0,5,0,5,5,0,0,5,5,0,3,2,0,5,1,4,2,3,2,3,5,0,0,5,2,3,3,2,5,0,2,3,2,3,0,5,5,0,3,2,0,5,1,4,2,3,0,5,1,4,0,5,0,5,5,0,0,5,5,0,5,0,5,0,5,0,5,0,3,2,1,4,2,3
2,10,O I- I- I- I- I- I- I- I- % O O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- qy qy O b b O I- I- I- I- I- I- I- I- I- qy I- qy qy O I- b O I- I- I- I- I- I- I- I- qy qy O I- I- I- sd I- I- I- I- I- sd sd O bk I- I- I- I- % I- I- I- I- I- I- I- I- sd O O b b O I- I- I- I- sd I- I- I- sd sd O I- I- sd sd O b b O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O b b O sd sd O I- I- ^h I- I- I- I- I- I- I- I- qy^d qy O nn nn O I- % % O nn % O nn b O nn b O I- I- I- I- I- I- I- I- I- sd % O nn I- I- I- I- I- sd sd O I- b^m % I- b b I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O b I- I- I- I- I- I- % O I- I- sd sd O O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- % O b b O sd sd O I- I- sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd sd O I- I- % I- % O b b O I- % % O I- % O I- % O I- % O I- I- sd sd O I- % O b I- O b I- % O % % % O I- I- sd % O I- I- I- I- I- sd b I- I- I- sd sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- O I- b b O I- I- I- I- I- I- I- % O b b O I- I- I- I- sd sd O I- I- b O I- I- I- I- I- I- I- sd I- I- I- I- % I- I- I- I- I- I- I- sd sd O I- I- I- qw % O I- I- sd % O I- % O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- % I- I- I- I- qy O I- b O I- I- % O ny I- % ny I- I- I- sd % O I- I- I- I- I- I- I- I- I- sd O I- b b O sd sd O I- I- b O I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- O I- I- I- sd O I- I- I- I- I- I- sd I- b b I- I- I- I- I- I- I- sd sd % O ar I- I- I- I- I- I- I- I- sd sd I- I- I- I- % O I- I- I- I- I- I- I- I- I- sd I- I- I- % % O b I- % O I- I- I- I- ^h I- I- I- I- % I- I- I- % I- I- I- I- I- I- I- qy qy O I- I- I- ^h I- I- ^h I- I- ^h I- I- I- I- qy % I- I- I- sd I- I- I- I- I- sd I- I- % O b b O I- sd sd O bk I- I- I- I- qy O I- I- I- % O I- I- I- I- I- I- I- I- sd sd O ny I- bh ny % O I- I- I- I- I- I- I- qy I- I- % I- % I- I- % I- I- I- I- I- I- I- I- I- I- I- I- sd I- sd O b b O I- I- I- I- sd sd O I- I- I- I- I- sd I- % O b b O I- I- sd I- I- I- I- % b % O b I- I- I- I- qy qy O ny ny O I- sd sd O I- % % O b b I- I- I- I- I- I- I- ad sd O b I- I- I- I- sv % O b sd,0,5,2,3,1,4,2,3,0,5,1,4,2,3,4,1,5,0,3,2,0,5,3,2,3,2,4,1,5,0,3,2,5,0,2,3,3,2,1,4,1,4,3,2,5,0,5,0,0,5,2,3,5,0,4,1,0,5,3,2,2,3,4,1,3,2,5,0,4,1,2,3,1,4,3,2,1,4,1,4,2,3
2,11,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O I- b b O I- I- I- I- I- I- sd I- I- I- sd sd O I- b b O I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b b O I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- O I- I- % O I- I- % I- I- % I- I- % I- I- I- sd sd O b b O b I- I- I- I- I- I- I- sd I- I- sd O b I- I- I- I- sv aa O b sd",0,5,2,3,0,5,4,1,0,5,0,5,5,0,0,5,5,0,3,2,1,4,1,4,0,5,0,5,5,0,1,4,3,2,3,2,5,0,4,1,5,0,1,4,5,0,3,2,0,5,1,4,2,3,0,5,0,5,0,5,2,3,4,1,2,3,3,2,5,0,5,0,5,0,5,0,2,3,1,4,2,3
2,12,"I- fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- ^h I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- sd O b b b O I- I- I- I- I- I- I- sd O I- b b O I- I- I- I- I- sd I- I- I- I- I- I- sd sd O I- b b O I- I- I- I- qy qy O ny b O I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- sd sd O bk % O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- sd % O I- I- I- I- I- I- I- I- I- I- I- I- qy^d bf O ny b O I- I- I- I- I- I- I- I- I- I- qw I- I- I- I- qy qy O nn I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- sd % O bk b O I- I- sd sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- qy qy O I- I- ng I- % O bk b O I- I- I- I- I- % O I- I- I- % O I- I- I- I- I- I- I- I- sd sd O ny I- I- sd % O b b O bk b I- I- I- I- I- sd I-",1,4,0,5,1,4,2,3,1,4,0,5,1,4,4,1,5,0,5,0,1,4,0,5,0,5,2,3,5,0,3,2,5,0,5,0,5,0,2,3,5,0,2,3,4,1,5,0,1,4,0,5,1,4,2,3,2,3,1,4,2,3,3,2,2,3,1,4,2,3,1,4,2,3,2,3,2,3,4,1,4,1
2,13,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- b O % % O I- I- I- qo qw O I- I- I- I- % I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- % I- % I- I- I- I- I- I- sd sd O % b b O I- I- I- I- % O I- I- I- I- qw O I- I- % I- I- I- % I- I- I- I- I- I- I- I- I- I- I- qy qy O I- b b O I- I- I- I- I- I- I- I- I- I- qy O I- b b O I- I- I- I- I- I- I- I- I- I- sd I- I- % I- I- I- I- I- I- I- I- I- sd sd sd O I- b b O I- I- I- I- sd sd I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- sd sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- sd sd O % sd",0,5,2,3,0,5,3,2,1,4,0,5,5,0,1,4,4,1,1,4,2,3,3,2,3,2,2,3,4,1,3,2,4,1,1,4,5,0,4,1,3,2,0,5,4,1,3,2,1,4,4,1,1,4,0,5,3,2,0,5,2,3,3,2,2,3,5,0,5,0,5,0,5,0,5,0,3,2,0,5,2,3
2,14,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- sv I- I- I- I- I- I- I- I- I- I- qw qw O I- I- I- I- I- I- I- I- sd I- I- I- I- % O I- I- I- % O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- b % O I- I- I- I- I- I- I- I- sd I- I- I- I- I- sd I- sd % O b I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- % O I- I- % O I- I- I- I- I- I- I- sd sd I- I- I- I- I- I- I- I- I- sd I- % I- I- I- I- I- I- I- I- I- I- I- sd sd O bk b O I- I- I- sd O % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- qy I- I- I- I- I- qy qy O I- I- I- sd sd O bk bk I- I- ^h sd",0,5,1,4,1,4,4,1,0,5,0,5,4,1,0,5,5,0,5,0,1,4,1,4,5,0,0,5,5,0,2,3,1,4,2,3,4,1,5,0,0,5,4,1,5,0,5,0,0,5,2,3,0,5,0,5,1,4,0,5,1,4,5,0,3,2,3,2,3,2,3,2,3,2,4,1,1,4,2,3,5,0
3,1,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- ad O aa b O I- ad ad O b I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- % b b O I- I- I- I- I- I- I- I- I- O I- I- b O I- I- ad sd O aa sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- sd I- I- % I- I- I- I- I- I- % sd I- % I- I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- sd sd I- I- I- I- I- O I- b b O I- I- sd I- I- % I- % I- I- I- I- sd O b b O I- I- I- O b b O sd I- sd O I- % % O I- I- sd I- I- I- I- I- O I- I- sd O I- % O I- I- I- I- I- I- sd O I- % O bk b O I- I- I- I- I- I- sd I- I- I- I- I- % I- I- I- I- I- I- I- I- sd O I- I- I- sd O I- sd O I- I- O I- % % O I- sd O I- I- sd sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O I- I- I- I- I- I- ^2 bf O I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- I- I- I- I- sd I- I- I- % O b b O I- I- % % O I- I- sd O b b O sd b % O I- I- I- sd % O b I- I- I- % I- % I- I- I- I- I- I- sd O I- I- sd O I- I- I- sd sd O b I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- sd sd O b b b sd I- sd I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- % O b b O I- I- sd I- sd % O I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- sd I- I- I- I- % I- I- % O I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b b O I- % I- I- I- I- I- % I- % I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- b b I- I- % I- I- I- I- I- I- sd I- I- I- I- I- sd sd",0,5,0,5,0,5,1,4,2,3,0,5,4,1,0,5,4,1,5,0,0,5,1,4,1,4,0,5,5,0,5,0,3,2,4,1,3,2,5,0,4,1,5,0,4,1,5,0,0,5,0,5,2,3,2,3,1,4,0,5,1,4,4,1,3,2,4,1,3,2,4,1,5,0,3,2,4,1,2,3,2,3
3,2,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- % I- % I- I- I- I- I- % O I- b % O I- I- I- I- I- I- I- % I- I- qy^d sd O b b O I- I- I- I- I- I- I- I- I- I- % O I- b b O I- I- I- I- I- I- sd sd O b b O I- I- I- % I- I- I- I- I- I- I- sd % O aa I- I- I- I- I- sd I- I- I- I- sd sd O I- aa I- I- I- I- b^m % b % O b sd",1,4,0,5,2,3,1,4,0,5,0,5,5,0,0,5,5,0,5,0,1,4,0,5,0,5,0,5,5,0,4,1,5,0,4,1,5,0,5,0,5,0,2,3,5,0,5,0,1,4,0,5,2,3,1,4,0,5,0,5,1,4,4,1,0,5,4,1,4,1,5,0,4,1,3,2,4,1,2,3,3,2
3,3,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- I- O I- b b O I- I- I- I- I- I- O I- b b O I- I- I- sd I- I- I- I- I- I- I- O b b O I- I- sd I- I- I- I- I- I- I- I- I- sd sd O I- % O I- % O I- sd O I- I- % % O I- I- I- I- sd sd O I- I- I- I- I- sd I- I- I- % I- I- sd I- I- I- sd I- I- I- I- I- I- I- sd O I- I- I- sd O I- I- I- I- O I- I- sd O I- I- ny I- I- I- O I- % O I- I- I- sd sd O b I- I- % O I- % O I- % O I- I- sd O I- I- sd O I- % O sd sd O I- I- I- sd I- % I- I- I- % I- I- I- I- I- I- I- I- I- % I- % I- sd O I- % % O I- I- sd sd sd O b^m b b sd",2,3,2,3,0,5,0,5,2,3,0,5,5,0,1,4,5,0,5,0,2,3,0,5,2,3,0,5,5,0,5,0,5,0,5,0,4,1,5,0,3,2,2,3,3,2,4,1,0,5,1,4,1,4,1,4,3,2,1,4,0,5,4,1,1,4,0,5,0,5,4,1,4,1,1,4,2,3,5,0,4,1
3,4,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- b b O I- I- I- I- I- I- sd O b sd O I- I- I- I- I- sd sd sd sd O I- I- I- I- I- sd O aa I- I- I- sd sd sd I- I- I- I- I- sd I- I- % I- I- % I- I- I- I- I- I- sd sd I- I- I- I- I- sd sd sd O b b O I- I- I- % I- I- I- O I- b b O I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- qy qy O ny b b O I- I- I- I- I- I- I- I- sd sd I- I- % I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- b^m b^m O aa I- I- I- % O I- I- % I- % O I- % O I- % O I- I- % I- I- I- % I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O b b O sd sd O b b O I- I- I- I- I- I- I- I- I- sd sd sd sd I- I- I- I- I- % O b b O I- I- I- sd sd O b b O I- I- I- I- I- sd sd O b sd O I- I- % I- I- I- I- I- % I- I- I- I- I- I- I- sd sd O b b I- I- qy I- % O ny I- I- sd O bk b O sd % O I- I- I- I- I- I- I- sd sd",0,5,0,5,0,5,1,4,4,1,1,4,5,0,0,5,5,0,5,0,1,4,1,4,3,2,1,4,5,0,5,0,4,1,5,0,3,2,5,0,3,2,2,3,2,3,5,0,0,5,1,4,0,5,0,5,4,1,0,5,2,3,2,3,2,3,1,4,0,5,5,0,5,0,4,1,5,0,5,0,3,2
3,5,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc fo_o_fw_""_by_bc O fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- b % O b I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- sd O b b O I- I- I- I- I- I- sd I- I- I- I- I- sd sd O b I- I- I- I- I- I- I- I- I- sd % O I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- sd sd",3,2,0,5,2,3,1,4,0,5,0,5,0,5,2,3,4,1,4,1,2,3,0,5,1,4,0,5,3,2,3,2,4,1,2,3,4,1,4,1,1,4,3,2,4,1,5,0,2,3,0,5,0,5,1,4,0,5,0,5,2,3,4,1,1,4,5,0,3,2,2,3,0,5,4,1,4,1,2,3,3,2
3,6,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- O I- b b O I- I- I- sd sd sd sd sd O I- b b O I- I- I- I- I- I- I- I- I- sd O I- b b O I- I- I- I- I- sd sd sd sd O I- b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- % I- % I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd",1,4,1,4,2,3,1,4,0,5,1,4,0,5,4,1,4,1,5,0,1,4,0,5,0,5,1,4,5,0,5,0,5,0,3,2,4,1,5,0,0,5,4,1,5,0,5,0,1,4,0,5,4,1,2,3,0,5,2,3,1,4,5,0,0,5,3,2,2,3,0,5,0,5,4,1,1,4,1,4,3,2
3,7,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd sd O b b b O I- I- I- I- I- I- I- I- sd I- I- I- sd sd O b b O I- I- % O I- I- I- qy qy O I- I- I- I- I- I- I- I- ng I- I- I- I- I- I- sd sd O % b b O I- I- I- I- I- I- sd I- I- I- I- sd sd I- I- I- I- I- sd sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- O b b b O I- sd sd O b b b O I- I- I- I- I- I- sd O b b b O I- I- I- I- I- I- I- I- I- I- I- I- I- sd O b b O I- I- I- sd I- I- % I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- % I- I- I- I- I- I- I- I- sd sd sd O b b O I- I- I- I- sd sd",2,3,0,5,4,1,1,4,1,4,1,4,0,5,5,0,4,1,5,0,2,3,0,5,1,4,1,4,4,1,5,0,5,0,1,4,4,1,5,0,1,4,5,0,3,2,5,0,1,4,0,5,1,4,3,2,2,3,2,3,1,4,5,0,0,5,1,4,1,4,0,5,1,4,2,3,3,2,4,1,3,2
3,8,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc fo_o_fw_""_by_bc O fo_o_fw_""_by_bc sd I- I- I- I- I- I- sd I- I- I- I- sd I- I- I- I- I- I- I- sd sd O I- b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O O b b O I- I- I- I- I- O b sd O I- I- I- sd I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- % O I- I- I- I- % O I- % O I- % O I- % O I- I- I- I- I- I- I- I- sd O b b O sd sd % O b b b O bk sd O b I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O I- I- I- sd O I- I- I- sd sd O I- I- I- % O b b O % I- I- I- I- I- I- sd O ny ny sd O I- I- I- I- I- I- I- I- sd sd O I- I- I- % I- I- I- % I- I- I- I- I- I- I- I- I- I- sd % O I- bk I- % O b % O sd % O I- I- I- I- I- I- I- I- I- sd sd O I- bk b O I- I- I- I- % O I- I- I- I- I- sd b % O b I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O I- % O sd % O I- I- I- I- I- I- sv sd O aa I- I- sd sd O b % O I- I- I- O I- I- % O I- % O I- b b O I- I- sd O I- b I- b b sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O b b O sd sd O b b O I- sd",3,2,2,3,2,3,2,3,1,4,1,4,2,3,4,1,4,1,5,0,1,4,4,1,1,4,3,2,4,1,4,1,4,1,2,3,4,1,4,1,2,3,3,2,4,1,5,0,1,4,1,4,3,2,1,4,1,4,2,3,4,1,4,1,2,3,2,3,2,3,2,3,0,5,3,2,1,4,2,3,1,4
